y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
Mistral,201.41443,0.28843,-100.65447,-0.87974,231.20501,-124.38857,Q2,4.03788,1.1646,7.53248,-1.95141,True,956.74494
OpenAI,199.51635,-0.45668,-97.89896,-0.88903,229.33236,-120.57466,Q4,-0.67432,1.53742,12.81028,-0.60348,True,948.63228
Antrophic,199.13893,0.27759,-94.74367,-0.89416,228.95807,-118.14822,Q4,-1.44263,0.80186,9.4181,1.89201,True,948.32284
OpenAI,200.75547,0.38983,-99.18397,-0.89358,230.58578,-122.55945,Q3,0.66512,1.97564,9.53379,0.96074,True,954.18535
Mistral,201.03913,0.67383,-102.37615,-0.89383,230.83295,-121.53202,Q2,-0.34138,0.53639,13.70823,-0.3422,True,954.00757
Antrophic,199.73464,0.64054,-102.42288,-0.90258,229.56536,-119.2383,Q4,-0.61237,-0.82783,11.33198,1.06406,True,947.46175
OpenAI,200.25205,0.14791,-105.45865,-0.88843,230.06317,-118.90917,Q3,0.28654,-0.48609,13.61809,-6.69647,True,948.53092
Mistral,199.88072,0.59632,-93.99215,-0.87863,229.68008,-118.56125,Q4,0.62553,0.54787,8.60948,-2.95776,True,952.40754
Mistral,198.33397,-0.8891,-100.76388,-0.88087,228.11567,-118.46422,nan,-1.21329,1.74451,16.08687,-0.82285,True,941.28791
Antrophic,201.28822,1.09237,-97.53446,-0.89808,231.08692,-119.78488,Q2,0.80835,1.25196,15.26392,7.7193,True,957.67389
Antrophic,199.15093,-0.45382,-98.0516,-0.90279,228.9619,-121.51792,Q4,-0.28643,0.10672,8.74011,3.31382,True,946.72884
OpenAI,197.17057,-0.0379,-101.15654,-0.88919,226.97354,-117.70803,nan,1.81935,-1.49496,12.7868,-2.67062,True,935.27457
OpenAI,201.2639,0.50517,-105.25829,-0.89211,231.07895,-125.03986,Q2,2.0154,-0.72319,6.91779,2.8249,True,953.69034
OpenAI,201.5094,1.7477,-99.62331,-0.891,231.33021,-120.87618,Q2,-0.07737,1.78284,13.28404,-6.58211,True,957.73533
Antrophic,201.67336,-0.49469,-107.09419,-0.88182,231.44841,-121.21509,Q2,-0.44594,0.07076,7.88491,-0.57402,True,954.81972
OpenAI,199.43587,-0.1502,-101.21253,-0.89374,229.26674,-120.30038,Q4,-0.4256,0.73737,9.20069,0.46863,True,946.57306
Mistral,198.52811,-0.84816,-99.22893,-0.8875,228.31672,-119.50291,nan,1.69359,1.92495,8.7157,3.81618,True,943.0261
OpenAI,200.73021,0.20964,-100.24325,-0.88784,230.52871,-120.1322,Q3,-0.40848,3.00765,9.97173,-1.83112,True,953.52941
OpenAI,200.78094,1.12761,-101.84565,-0.87729,230.56009,-123.32923,Q3,1.30844,-1.10241,10.14715,0.09444,True,952.98186
Mistral,201.26621,0.59863,-106.06006,-0.89758,231.06295,-122.59818,Q2,0.62972,-1.83159,11.90106,-2.15208,True,953.30103
OpenAI,200.54772,-0.97247,-101.57339,-0.89234,230.36789,-122.33797,Q3,1.21281,-0.84535,15.25484,-3.11344,True,951.95191
OpenAI,199.90232,-0.45095,-101.02835,-0.88352,229.69213,-122.73655,Q4,0.70189,0.1926,12.12262,2.21373,True,948.99743
OpenAI,202.08534,1.47867,-99.17745,-0.885,231.88602,-123.0293,Q1,1.10969,-0.7227,10.23368,1.1068,True,960.838
Antrophic,198.97778,0.28888,-101.12268,-0.89075,228.77551,-118.22839,nan,0.66381,-0.37464,11.61092,-1.49984,True,944.32754
Antrophic,199.97736,-0.50136,-96.78956,-0.88705,229.76947,-121.93976,Q4,1.68427,-0.27616,13.79229,-0.12145,True,951.49203
Antrophic,198.98369,-0.27536,-97.76966,-0.90372,228.7917,-122.1738,nan,-0.617,-0.45172,7.6806,4.10592,True,946.03362
Antrophic,199.62261,-1.3423,-95.96533,-0.891,229.42942,-118.09296,Q4,0.23561,0.63295,9.93128,3.05934,True,950.1304
Mistral,199.64135,0.47106,-103.39666,-0.88134,229.43852,-121.36492,Q4,0.36652,0.13363,18.77073,-1.51885,True,946.50844
Mistral,200.55887,-0.20639,-96.00078,-0.88553,230.34657,-118.59317,Q3,0.18982,-0.44368,10.87901,-4.11658,True,954.79396
Antrophic,199.97806,0.56897,-100.83289,-0.8979,229.77158,-122.6993,Q4,-0.09182,-0.26243,8.21842,5.66941,True,949.47385
OpenAI,200.21392,0.22271,-99.29822,-0.8887,230.02287,-123.47251,Q3,1.88439,-1.18485,9.93402,-3.06708,True,951.4205
Antrophic,200.49874,-0.41927,-99.20801,-0.89353,230.27659,-122.36527,Q3,0.89023,-0.9145,10.29944,6.43752,True,952.88971
OpenAI,199.44878,1.02553,-99.6201,-0.88957,229.26089,-117.52249,Q4,0.0048,-0.65432,10.7389,-1.76042,True,947.43385
Mistral,198.84762,-0.28833,-98.44617,-0.88733,228.64029,-120.35244,nan,1.56066,1.2987,7.88438,-0.98206,True,945.01502
Mistral,199.97036,-0.71424,-101.27373,-0.88398,229.77546,-118.63902,Q4,2.42343,-0.18293,14.75467,-1.98505,True,949.21496
Antrophic,200.54141,0.27437,-102.53563,-0.90249,230.35154,-122.17383,Q3,1.43102,0.35306,8.5421,-2.99855,True,951.43922
OpenAI,200.14232,-0.52013,-99.94633,-0.88432,229.93375,-121.35139,Q3,-1.20649,2.82247,14.3879,-3.28026,True,950.73841
Mistral,199.55695,-0.13159,-101.90768,-0.87608,229.33869,-120.50384,Q4,-0.50917,-1.05878,14.45343,3.19281,True,946.83092
Mistral,200.19594,-0.52261,-105.47993,-0.87823,229.97737,-121.96559,Q3,-0.7978,-0.81535,9.86589,-0.54931,True,948.23974
Mistral,199.76608,-0.21369,-102.30122,-0.89013,229.55771,-121.12724,Q4,2.2676,1.03412,10.81033,0.09406,True,947.67978
OpenAI,200.58529,-0.49935,-103.94852,-0.89077,230.39524,-123.1283,Q3,-3.04601,-1.71521,7.22934,1.53796,True,950.95219
Mistral,200.96121,1.0071,-97.03747,-0.8901,230.75891,-119.36157,Q3,0.46251,3.41309,10.7848,1.22322,True,956.28733
Mistral,200.16352,1.08288,-97.30197,-0.88574,229.96733,-120.50928,Q3,-1.09247,1.18143,11.43991,0.0686,True,952.16659
Antrophic,202.02343,0.52575,-96.59942,-0.88204,231.78939,-120.83128,Q1,-0.83175,0.24439,10.78072,3.77785,True,961.81743
Mistral,200.04773,0.43473,-104.41532,-0.8902,229.84821,-119.32547,Q3,2.21612,1.00979,12.54012,-0.49843,True,948.03097
OpenAI,199.52176,-0.20255,-101.28051,-0.88609,229.32003,-121.50221,Q4,-0.94162,-1.55876,9.41203,-5.71288,True,946.96856
Mistral,198.82119,-0.79101,-98.80012,-0.89303,228.62337,-120.92352,nan,1.32849,-1.44647,9.97668,-2.55167,True,944.70591
OpenAI,202.5639,2.16212,-106.58611,-0.89297,232.39387,-122.49956,Q1,-1.99591,-1.00204,12.20866,0.13098,True,959.52642
Mistral,200.91314,0.73778,-101.77984,-0.89685,230.71882,-123.56382,Q3,3.08223,-0.41449,9.83785,4.17083,True,953.67577
Mistral,200.15513,-0.27794,-103.50734,-0.89016,229.95916,-120.64456,Q3,-0.85631,0.03876,14.29566,-1.32002,True,949.02197
Mistral,201.06301,0.26946,-100.40858,-0.8903,230.8476,-121.59182,Q2,1.11717,0.93812,14.6549,0.901,True,955.11074
OpenAI,200.10704,0.69101,-104.58697,-0.88253,229.89744,-120.59551,Q3,2.12576,-2.50976,10.33611,-3.12633,True,948.2417
OpenAI,200.47115,0.1818,-100.25009,-0.89295,230.30274,-119.03388,Q3,-0.59676,1.37031,8.35606,1.54334,True,952.23069
Antrophic,199.49385,-0.78685,-99.75308,-0.89215,229.30667,-120.72679,Q4,0.80664,1.67825,5.88034,2.77677,True,947.59272
Antrophic,200.9748,-0.5085,-97.9179,-0.89887,230.76867,-122.51722,Q3,0.02341,0.97504,13.55803,3.88467,True,955.91507
Antrophic,198.93559,-0.74498,-97.66689,-0.89804,228.72766,-118.33156,nan,0.39799,-0.11608,10.06576,4.51335,True,945.8445
Antrophic,200.00227,0.02086,-102.92636,-0.90265,229.82151,-120.74123,Q3,0.19301,-0.12331,11.91508,6.12067,True,948.54817
Mistral,202.22375,0.1441,-98.80776,-0.88799,232.00435,-122.64969,Q1,-1.22412,0.6646,14.56847,4.11831,True,961.71486
Antrophic,200.10181,-1.67408,-93.55174,-0.89251,229.91245,-122.01391,Q3,0.17004,-1.04373,13.08232,6.46657,True,953.7332
Mistral,199.75036,-1.10981,-97.773,-0.89363,229.54125,-119.92688,Q4,1.75637,-0.98438,7.5019,-0.54215,True,949.86532
Mistral,198.69167,0.78335,-97.13289,-0.88678,228.4909,-117.37257,nan,0.55819,-1.98505,16.20087,3.91285,True,944.8919
Antrophic,198.98402,-1.18672,-100.00253,-0.89559,228.79065,-121.63074,nan,-0.37545,-0.92842,10.47218,-1.47763,True,944.91881
OpenAI,201.8752,0.13105,-102.3997,-0.89422,231.69777,-119.90456,Q2,0.58626,1.22922,13.42213,-3.57347,True,958.17614
Mistral,200.19945,0.40419,-101.27428,-0.88183,229.98157,-119.53765,Q3,-0.33235,-0.65687,16.88365,4.30588,True,950.36012
Mistral,201.76897,0.50198,-99.45448,-0.87775,231.54919,-122.57437,Q2,-0.33847,-0.15682,9.44468,-2.02364,True,959.11763
OpenAI,198.02748,0.83625,-101.30544,-0.88314,227.82506,-118.64237,nan,-1.84662,4.0027,12.7492,-2.18587,True,939.48466
OpenAI,200.12938,0.05956,-100.51919,-0.89512,229.96053,-118.37168,Q3,-0.13824,-1.43004,12.27551,0.11537,True,950.38731
Antrophic,199.51838,-0.02569,-97.5058,-0.89692,229.32122,-119.46663,Q4,-1.439,0.36373,13.61417,1.91493,True,948.83899
OpenAI,200.34103,-1.67259,-94.23794,-0.88267,230.1385,-119.98435,Q3,2.97119,-0.44566,12.76417,-0.25585,True,954.58619
Mistral,200.83834,-0.08142,-101.99905,-0.87222,230.61913,-123.31237,Q3,-1.51847,-0.00378,12.3895,-0.17912,True,953.19219
Antrophic,199.98818,-0.10934,-98.98151,-0.87881,229.75024,-118.99641,Q4,-0.43378,0.31993,4.60609,4.50737,True,950.45016
Mistral,199.13441,0.40601,-101.27348,-0.88437,228.92303,-119.10757,Q4,0.10951,-0.71539,11.31873,-4.05641,True,945.03532
Antrophic,199.91056,0.1493,-98.39352,-0.8939,229.72738,-118.06605,Q4,-0.55006,0.53553,14.21639,1.94051,True,950.35602
OpenAI,200.94663,0.51603,-103.09887,-0.88927,230.76753,-121.50989,Q3,0.57461,2.79899,12.66516,-4.8173,True,953.18373
OpenAI,199.22271,0.67872,-99.4108,-0.89431,229.04471,-119.60536,Q4,2.11788,-3.24292,15.31586,-9.52417,True,946.40813
Mistral,198.29291,-0.64373,-100.23559,-0.87906,228.09463,-116.98492,nan,-1.59532,-2.21335,14.62417,0.7008,True,941.34675
OpenAI,199.41299,0.0154,-95.82212,-0.88926,229.22563,-121.14841,Q4,0.74562,-1.05467,6.27755,-0.92679,True,949.15388
Mistral,200.33442,-0.34511,-97.65365,-0.88095,230.1229,-119.18758,Q3,-2.87482,-0.60832,14.15009,2.67642,True,952.84528
Antrophic,200.39124,0.99959,-99.65468,-0.88749,230.17767,-121.26231,Q3,-1.25468,0.40818,10.49372,3.60029,True,952.12888
Mistral,200.26653,1.1724,-97.21795,-0.89687,230.0677,-120.2868,Q3,1.30038,3.50677,11.33954,-0.1022,True,952.72366
Mistral,200.94191,-0.5737,-96.29641,-0.8875,230.72815,-121.56525,Q3,-3.05265,-3.16864,7.49418,3.5342,True,956.56136
Antrophic,200.00302,0.11269,-99.96551,-0.8871,229.7827,-119.68842,Q3,0.54846,0.2659,15.65399,0.20963,True,950.03235
Mistral,199.47414,0.28877,-102.42974,-0.87706,229.25946,-120.72623,Q4,0.14429,-1.0522,9.43542,-1.40765,True,946.15583
OpenAI,199.53943,0.41562,-102.28151,-0.89139,229.35292,-121.05842,Q4,1.49984,-0.34972,11.94852,-1.04365,True,946.55639
OpenAI,199.87288,0.18729,-99.4211,-0.89007,229.692,-121.48084,Q4,-2.2537,1.07809,10.69099,-0.336,True,949.65387
Antrophic,198.42526,0.26126,-94.75253,-0.89782,228.24666,-118.96488,nan,-0.08918,0.51052,10.98063,-2.26291,True,944.75004
OpenAI,200.25203,-0.51108,-100.43413,-0.89682,230.08208,-122.4283,Q3,0.86542,0.76234,11.28001,-0.734,True,951.04309
Mistral,199.40268,-1.03597,-100.82776,-0.88992,229.19309,-119.46277,Q4,0.74831,1.93284,6.74282,0.53917,True,946.59953
Antrophic,199.88306,-0.36746,-103.56987,-0.8923,229.67047,-121.89218,Q4,0.08391,0.20698,11.53779,1.33761,True,947.63035
OpenAI,199.44769,-1.1829,-102.80122,-0.88842,229.26434,-121.30308,Q4,-0.39192,-2.47115,12.11949,-5.41179,True,945.83782
OpenAI,199.92705,0.96247,-100.76728,-0.88083,229.70969,-118.2688,Q4,0.99435,-0.89466,7.9185,-1.26976,True,949.25159
OpenAI,200.84012,2.15379,-98.73604,-0.89102,230.64921,-124.93637,Q3,-1.63474,0.82993,10.53928,-2.80747,True,954.83256
Mistral,200.02064,0.77052,-97.1979,-0.88471,229.82479,-119.11669,Q3,-1.57089,-1.60952,13.50162,-4.02786,True,951.50425
Antrophic,200.34463,-0.54649,-100.6056,-0.88811,230.11071,-120.3351,Q3,0.42417,0.1581,11.34813,2.15245,True,951.42037
Antrophic,199.48918,1.27272,-99.7686,-0.88109,229.2517,-115.70143,Q4,-0.85145,1.50193,10.88025,7.53608,True,947.56158
OpenAI,199.12765,-0.50504,-98.32819,-0.88926,228.93628,-118.1913,Q4,-0.01889,-1.66958,9.34069,-6.82111,True,946.47415
OpenAI,199.04016,-0.38716,-98.86593,-0.88356,228.83274,-121.93565,Q4,1.16026,2.14068,8.21574,-2.60328,True,945.76781
OpenAI,199.91389,-0.67039,-96.36514,-0.88272,229.70554,-120.68684,Q4,2.16657,-1.31871,11.38717,-3.1914,True,951.38688
OpenAI,202.42325,0.3036,-99.70302,-0.88033,232.20781,-123.63863,Q1,-0.84771,0.64379,13.62923,-7.91613,True,962.26474
Antrophic,200.61139,-0.6423,-103.60162,-0.88817,230.39188,-121.07786,Q3,-0.10097,-0.44194,10.04779,5.07211,True,951.25615
Mistral,199.13055,0.19135,-100.00907,-0.89259,228.93098,-120.86078,Q4,1.06472,0.56365,14.88197,-1.67625,True,945.64822
Antrophic,199.77461,-0.15467,-95.93667,-0.90355,229.59844,-120.9429,Q4,0.08212,-0.42845,15.36815,3.83843,True,950.90473
Mistral,201.1385,0.10082,-103.44536,-0.89509,230.93795,-122.71998,Q2,-1.31734,-1.01721,10.66566,0.93846,True,953.96982
OpenAI,200.14897,-1.05951,-93.05064,-0.89072,229.96862,-120.03555,Q3,0.99838,0.53202,10.01425,-5.18635,True,954.21953
OpenAI,199.20975,-0.20899,-95.17943,-0.89336,229.03342,-121.75616,Q4,1.46908,0.17686,10.31848,-4.83033,True,948.45906
Antrophic,199.26167,-0.19123,-98.27797,-0.9017,229.07262,-118.21522,Q4,0.69004,1.57825,12.00362,2.61885,True,947.16936
Mistral,200.08754,-0.85922,-96.33319,-0.89082,229.87087,-120.09376,Q3,0.47476,0.61206,4.32828,0.02326,True,952.27111
Antrophic,200.03953,-0.93952,-99.21925,-0.89502,229.84478,-118.9858,Q3,-0.39231,1.21787,13.63477,3.65219,True,950.58805
Mistral,201.10435,0.63133,-104.64301,-0.89179,230.88963,-120.73649,Q2,2.41007,0.47118,12.36167,-2.94747,True,953.20025
OpenAI,199.74847,0.3871,-96.35079,-0.89204,229.57705,-119.89419,Q4,0.17927,1.13679,10.04331,2.01676,True,950.56694
Antrophic,201.17619,0.96036,-104.08172,-0.89919,230.9724,-120.51157,Q2,-0.45696,-0.44905,9.46566,-2.21808,True,953.84008
Antrophic,200.28309,0.65105,-100.05852,-0.89081,230.05391,-119.04472,Q3,1.28665,-1.53873,11.31741,0.39405,True,951.38621
OpenAI,200.25456,-0.0932,-105.03636,-0.89395,230.08711,-118.51373,Q3,0.94399,-1.24471,10.52021,-4.41868,True,948.75464
Antrophic,200.00212,-0.5295,-95.44648,-0.894,229.79578,-120.884,Q3,-1.66808,-0.30248,14.27753,5.49312,True,952.28736
Antrophic,200.66773,0.59461,-101.34885,-0.88878,230.43722,-120.69286,Q3,-0.77153,0.16818,12.18411,-1.00435,True,952.66423
Mistral,200.20921,1.45884,-104.68237,-0.88702,230.00933,-120.08055,Q3,-1.24111,0.21781,16.22558,-1.7324,True,948.70487
OpenAI,200.26827,1.03282,-106.53854,-0.87864,230.04768,-119.75531,Q3,-1.02505,-1.70404,10.67324,-2.31066,True,948.07209
OpenAI,199.93121,0.07051,-103.59954,-0.89158,229.74965,-120.13852,Q4,-0.87555,0.4314,9.93809,-0.57206,True,947.85629
Antrophic,199.62111,0.23025,-101.71354,-0.88996,229.40475,-120.84962,Q4,-0.9191,-1.03429,16.23755,3.22263,True,947.2488
OpenAI,199.06397,-0.94431,-99.79451,-0.89493,228.89425,-117.80614,Q4,-0.55985,-1.72873,10.49741,3.24814,True,945.42258
Antrophic,200.89891,-0.13971,-100.2977,-0.89991,230.69775,-122.35445,Q3,-0.02085,-0.1009,7.68417,2.02624,True,954.34568
Antrophic,199.90832,-0.64596,-102.05287,-0.88288,229.67353,-121.80156,Q4,0.42233,-0.99534,7.57518,-3.98912,True,948.51515
OpenAI,200.13416,0.96268,-100.01394,-0.88894,229.94188,-121.84658,Q3,-1.01116,1.94146,4.43545,-5.37309,True,950.66383
Antrophic,200.03784,0.6087,-103.36738,-0.88361,229.80792,-122.08529,Q3,0.32275,-1.16993,10.28139,3.75813,True,948.50553
OpenAI,200.22017,-0.27381,-97.39661,-0.88356,230.00416,-120.14001,Q3,-1.05872,-1.83923,9.99796,-0.45702,True,952.40254
Mistral,202.1099,-0.1381,-99.93304,-0.87478,231.89409,-118.4592,Q1,-1.13942,-0.0892,8.61944,-0.31963,True,960.583
Mistral,198.84939,-0.75388,-98.46202,-0.88989,228.63926,-119.46345,nan,0.93503,-1.17286,12.41495,-0.0429,True,945.01593
Antrophic,201.75563,0.78454,-103.98552,-0.88118,231.51519,-122.97694,Q2,0.15067,-0.60431,13.74988,1.38159,True,956.7854
OpenAI,199.14246,-1.36054,-99.60506,-0.87781,228.92254,-119.22395,Q4,0.38255,1.296,7.88845,-1.71454,True,945.90977
OpenAI,199.16497,0.52454,-99.39069,-0.89259,228.98959,-119.85529,Q4,-0.84072,1.03095,7.46213,-0.7302,True,946.1295
Mistral,200.20115,-0.75852,-97.7412,-0.88921,229.99869,-120.3405,Q3,0.04847,-0.67284,10.93036,4.35453,True,952.13514
Antrophic,201.02777,0.2705,-96.46139,-0.89702,230.82691,-122.97257,Q2,0.33381,0.48676,10.90654,2.31821,True,956.90818
Antrophic,199.44607,0.70475,-99.41511,-0.89471,229.25452,-118.89081,Q4,0.74374,-0.62861,13.41188,0.55126,True,947.52281
Mistral,200.53078,0.78685,-102.35325,-0.88393,230.32515,-121.9078,Q3,0.50089,-0.3188,8.7103,5.32852,True,951.47727
Mistral,199.75025,0.2327,-101.27339,-0.89649,229.54723,-120.99073,Q4,1.58393,1.20093,11.83132,-2.31902,True,948.11454
Antrophic,200.55283,-0.58725,-108.03291,-0.89934,230.36591,-122.63267,Q3,-0.0417,-1.46501,13.10586,4.2124,True,948.74771
Mistral,198.16141,-0.46633,-97.52479,-0.89125,227.94403,-117.90223,nan,2.19111,2.62413,13.40856,4.48091,True,942.04467
OpenAI,201.35304,-0.37931,-99.16647,-0.89132,231.16738,-125.14145,Q2,-0.03346,-1.09126,13.0042,-1.53419,True,957.18196
OpenAI,200.10155,-0.16007,-104.6675,-0.88774,229.90937,-122.87335,Q3,-1.70679,0.80698,7.89339,-4.95418,True,948.17398
Mistral,199.76988,-0.17046,-102.82537,-0.88563,229.55874,-119.36586,Q4,-0.79561,1.02423,9.811,-0.69872,True,947.43671
Mistral,200.17933,-0.50908,-98.74375,-0.8903,229.98169,-120.15254,Q3,-2.10335,0.66762,8.58218,1.24028,True,951.52477
Mistral,199.16747,-0.45999,-104.47159,-0.87996,228.95793,-119.12565,Q4,0.44294,1.92326,10.07214,3.49097,True,943.60156
Antrophic,198.73012,-1.21889,-96.29844,-0.89501,228.53969,-119.22157,nan,-0.74344,0.46739,11.24844,-0.10064,True,945.50136
OpenAI,199.95121,1.87029,-102.44486,-0.89483,229.77685,-119.19937,Q4,0.46831,3.38474,9.47533,2.85732,True,948.5336
OpenAI,197.62398,-0.91729,-92.56633,-0.89318,227.44436,-119.37746,nan,0.88311,-1.10691,8.90296,-0.70267,True,941.83672
OpenAI,197.27538,-1.5711,-98.36013,-0.88963,227.09073,-119.60672,nan,-1.13752,-0.88836,12.27775,-5.0732,True,937.19685
Mistral,199.99957,0.47743,-100.12804,-0.8914,229.783,-121.7825,Q3,-1.30961,-2.41191,11.25367,-1.9628,True,949.93383
OpenAI,201.74514,-0.22583,-104.64187,-0.88972,231.55682,-121.48382,Q2,0.29753,-2.78704,13.1931,-2.8561,True,956.40479
Antrophic,199.19154,-0.76652,-97.56619,-0.88029,228.96265,-119.02303,Q4,0.73952,0.01679,12.7722,0.48538,True,947.17459
OpenAI,199.25251,-1.42755,-100.32657,-0.88512,229.04547,-118.92816,Q4,-1.98471,1.34994,9.54945,-3.04246,True,946.09925
Antrophic,199.66628,0.15748,-101.90484,-0.89918,229.4616,-119.93898,Q4,1.30516,0.21614,12.33921,-0.61391,True,947.37897
OpenAI,200.75168,1.00535,-96.52011,-0.88777,230.56106,-120.29553,Q3,0.32057,-0.48425,12.13777,-3.07481,True,955.49835
Antrophic,200.0751,0.63047,-99.65452,-0.89893,229.88223,-121.58593,Q3,-0.097,-0.24512,14.91025,-3.90569,True,950.54824
OpenAI,200.49321,0.38537,-97.47741,-0.89034,230.30391,-120.79389,Q3,0.74597,-2.09591,12.01588,-2.62513,True,953.72735
Antrophic,198.7728,-0.20621,-101.91198,-0.88768,228.55148,-121.69116,nan,-0.58826,0.86119,11.28948,-0.11477,True,942.90801
Antrophic,200.42516,-0.63629,-100.84134,-0.88974,230.18929,-120.63532,Q3,-0.55293,0.66008,8.25754,2.28059,True,951.70514
Mistral,199.5037,-0.75653,-100.53211,-0.87754,229.28456,-118.26747,Q4,0.79024,-0.32947,10.30043,-2.10125,True,947.25247
Mistral,200.51361,-0.9879,-96.96513,-0.88502,230.29607,-120.14263,Q3,-1.2434,-0.96757,10.97726,-0.32289,True,954.0855
OpenAI,199.78202,-1.13298,-97.61012,-0.88189,229.57703,-122.07785,Q4,1.06163,0.6072,9.74031,-1.64195,True,950.10502
Mistral,199.43304,-1.15015,-100.60528,-0.87758,229.22415,-118.84505,Q4,0.32388,1.12934,10.139,-1.79425,True,946.86255
Antrophic,200.32971,0.76741,-97.98428,-0.89863,230.13953,-120.52878,Q3,-0.51854,0.66073,8.96474,0.2804,True,952.65639
Antrophic,200.87636,0.71428,-99.59354,-0.88988,230.66918,-120.98073,Q3,-0.29037,-1.573,15.65044,4.91777,True,954.58505
OpenAI,199.88074,0.47124,-101.81487,-0.88768,229.68953,-120.94681,Q4,1.57866,-0.88388,7.7585,-5.67232,True,948.49628
OpenAI,200.397,1.87474,-99.22304,-0.88049,230.17703,-119.91646,Q3,1.08352,-1.04347,7.65184,-4.94443,True,952.37347
Antrophic,199.66569,-0.02762,-100.53795,-0.91068,229.49727,-120.10208,Q4,1.08357,-0.75775,11.25925,-3.44294,True,948.05947
OpenAI,201.62327,0.4893,-103.9385,-0.88409,231.41909,-123.43997,Q2,1.17218,-2.17724,10.39305,0.10409,True,956.14712
OpenAI,200.91526,-0.87445,-104.62875,-0.87934,230.69597,-120.35085,Q3,-1.83208,0.13342,9.29909,1.87456,True,952.26193
Mistral,199.88791,-1.33548,-97.41522,-0.87484,229.67624,-120.05949,Q4,-1.26911,1.8315,10.05218,0.83033,True,950.73192
OpenAI,199.93047,0.49912,-93.55455,-0.88178,229.72277,-120.38278,Q4,-3.98415,0.72319,7.513,5.2051,True,952.87509
Mistral,201.24298,0.19418,-100.10768,-0.89001,231.02339,-123.14516,Q2,0.00238,2.50546,17.29773,-1.91337,True,956.16105
Mistral,200.73064,0.00479,-99.0176,-0.88831,230.53056,-121.48335,Q3,2.22023,0.78643,10.28681,3.11876,True,954.14438
OpenAI,199.53993,0.85205,-98.14561,-0.8879,229.33991,-118.22592,Q4,-1.91703,0.16657,11.63272,0.01359,True,948.62682
OpenAI,201.28491,1.34248,-102.51761,-0.89254,231.10648,-121.50766,Q2,-0.22673,0.56197,14.13518,-5.24658,True,955.16577
OpenAI,199.1713,0.37027,-102.45493,-0.88205,228.95149,-120.64884,Q4,-0.40782,1.42335,13.32087,-1.47154,True,944.62906
Mistral,200.22438,-1.12925,-100.35964,-0.89399,230.02969,-119.77006,Q3,-0.98117,-0.85058,4.43069,-1.89278,True,950.94209
Antrophic,200.22005,0.6946,-95.67934,-0.89755,230.0302,-121.22043,Q3,-0.82467,-0.50175,9.52248,3.12264,True,953.26059
Mistral,198.86947,0.32989,-104.19486,-0.88597,228.65503,-121.38661,nan,-1.17027,-0.45107,13.97293,-0.76796,True,942.24992
Antrophic,201.16366,-0.14519,-101.62012,-0.90471,230.97698,-122.30835,Q2,1.06332,-0.22632,7.39717,0.71173,True,955.00824
Mistral,201.35971,-0.96517,-95.68763,-0.87943,231.15379,-121.73486,Q2,-1.41932,-0.95335,16.66632,-1.867,True,958.95474
Mistral,199.64736,0.70941,-100.76147,-0.87892,229.4465,-121.01963,Q4,2.45606,2.29832,12.10446,-1.24699,True,947.85605
Mistral,200.89136,-0.83838,-101.01037,-0.8841,230.69655,-123.50111,Q3,2.29405,1.34424,13.64733,-3.3245,True,953.95161
OpenAI,200.42673,-0.13933,-103.20105,-0.88483,230.2151,-120.74125,Q3,2.56583,-2.47401,14.27464,-7.14721,True,950.53314
Mistral,200.12627,-0.79264,-100.90797,-0.8799,229.91824,-122.6462,Q3,-0.09023,0.74729,9.99009,0.6939,True,950.17737
OpenAI,199.77987,0.01207,-105.05694,-0.89363,229.60963,-121.22252,Q4,-1.57656,0.72159,10.27556,-3.27097,True,946.37089
Antrophic,201.68084,0.27363,-104.34648,-0.89308,231.45355,-124.01932,Q2,0.03097,-0.21397,4.25961,-3.47164,True,956.23097
Mistral,199.98383,-0.40035,-98.48341,-0.87964,229.77666,-122.61091,Q4,1.16176,0.74964,8.5414,0.80498,True,950.67742
